title,siglum,century,provenance,srclink,cursus,num_century
SK-BBa (Banská Bystrica) BREVIARIUM,SK-BBa (Banská Bystrica) 1578-1581,15th century,Slovakia/medieval Hungary,https://cantus.sk/source/32019,,15
F-Pn : NAL 1445,F-Pn NAL 1445,11th century,Nord de la France,http://musmed.eu/source/28476,,11
F-Pn : Lat. 7551,F-Pn Lat. 7551,10th century,St. Martial de Limoges,http://musmed.eu/source/13230,,10
"SK-KRE (Kremnica) Missale Tom. 1, Fons 36, Fasc. 6, Nro. 186, 1565","SK-KRE Tom. 1, Fons 36, Fasc. 6, Nro. 186, 1565",13th century,OCist,https://cantus.sk/source/32466,,13
"SK-BSa (Banská Štiavnica) Protocollum No.inv.340 1692, 1693-1694",SK-BSa 340,15th century,Slovakia,https://cantus.sk/source/79,,15
"SK-BSa (Banská Štiavnica) Copirbuch No.inv. 623, 1616",SK-BSa 623,15th century,Slovakia,https://cantus.sk/source/96,,15
SK-BRnm (Bratislava) MUS I 7,SK-BRnm MUS I 7,15th century,Slovakia,https://cantus.sk/source/208,,15
SK-BRnm (Bratislava) MUS XVIII 671,SK-BRnm MUS XVIII 671,15th century,Bohemia,https://cantus.sk/source/225,,15
SK-Brl (Bratislava) V. teol. 1176,SK-BRl V.teol. 1176,15th century,Germany,https://cantus.sk/source/4727,,15
"SK-KRE (Kremnica) Antiphonarium Tom. 2, Fons 41, Fasc. 5, Nro. 119, 1623","SK-KRE Tom. 2, Fons 41, Fasc. 5, Nro. 119, 1623",15th century,Bohemia,https://cantus.sk/source/32579,,15
SK-MO (Modra) Magistrát mesta Modry 5879 Register der Viertler 1619-1620,SK-MO 5879,15th century,Slovakia,https://cantus.sk/source/196,,15
E-PAMan (Pamplona) partitura n. 40 olim 3/8,E-PAMan partitura n. 40 olim 3/8,12th century,,https://musicahispanica.eu/source/96379,,12
F-Pn : Lat. 13023,F-Pn Lat. 13023,10th century,abbaye de Saint-Germain-des-Pré,http://musmed.eu/source/13406,,10
"P-BRad (Braga) Arquivo Distrital Pasta de fragmentos, 206",P-BRad Pasta 206,12th century,,https://pemdatabase.eu/source/47066,,12
P-Cug (Coimbra) Biblioteca Geral da Universidade MM 0037,P-Cug MM 0037,mid 16th cent. ,,https://pemdatabase.eu/source/76901,,16
P-Cug (Coimbra) Biblioteca Geral da Universidade MM 0042,P-Cug MM 0042,15th - 16th century,,https://pemdatabase.eu/source/77157,,15
P-Cug (Coimbra) Biblioteca Geral da Universidade MM 0248,P-Cug MM 0248,16th century,,https://pemdatabase.eu/source/77378,,16
P-EVad (Évora) Arquivo Distrital Mús. Lit. Ms. n.º 006,P-EVad Mús. Lit. Ms. n.º 006,16th - 17th cent.,,https://pemdatabase.eu/source/77561,,16
P-EVc (Évora) Arquivo da Sé Cod.Perg. Lit. (B7 cota provisória),P-EVc Cod.Perg. Lit. ?,1617,Évora,https://pemdatabase.eu/source/78672,,17
P-EVc (Évora) Arquivo da Sé Cod.Perg. Lit. ?3 (F25 cota provisória),P-EVc Cod.Perg. Lit. ?3,17th century,,https://pemdatabase.eu/source/79886,,17
P-G (Guimarães) Arquivo Municipal Alfredo Pimenta C 1430,P-G C 1430,16th century,,https://pemdatabase.eu/source/48227,,16
P-Gmas (Guimarães) Museu de Alberto Sampaio LC 007,P-Gmas LC 007,1613,"Guimarães, Colegiada de Nossa Senhora da Oliveira",https://pemdatabase.eu/source/48381,Secular,17
P-Gmas (Guimarães) Museu de Alberto Sampaio LC 016,P-Gmas LC 016,1533-1550,,https://pemdatabase.eu/source/50099,,16
P-Gmas (Guimarães) Museu de Alberto Sampaio LC 017 (guardas),P-Gmas LC 017 (guardas),16th century,,https://pemdatabase.eu/source/48359,,16
"P-LA (Lamego) Arquivo da Sé Caixa 1, Fragmento 012","P-LA Caixa 1, Fragmento 012",early 16th century,,https://pemdatabase.eu/source/80323,,16
P-PLmt (Ponte de Lima) Museu dos Terceiros s.c.,P-Plmt s.c.,late 16th century,,https://pemdatabase.eu/source/88884,Secular,16
P-G (Guimarães) Arquivo Municipal Alfredo Pimenta C 1237,P-G C 1237,16th century,,https://pemdatabase.eu/source/48223,Secular,16
A-KN Fragm. 447 Missale,A-KN Fragm. 447,15th century,Austria/Germany,https://austriamanus.org/source/115,,15
"E-VI (Vic) Ms. 122, f. 5 (olim 5391)","E-VI Ms. 122, f. 5 (olim 5391)",11th century,Parroquia no identificada del obispado de Vic,https://musicahispanica.eu/source/22959,,11
F-AUT : Ms S 0039 (35),F-AUT Ms S 0039 (35),11th century,"Autun, France",http://musmed.eu/source/8588,,11
A-Gu : Ms 0068,A-Gu Ms 0068,12th century,Seckau,http://musmed.eu/source/10023,,12
D-Mbs : Clm 13001,D-Mbs Clm 13001,10th century,Abbaye Saint-Aurelien de Hirsau,http://musmed.eu/source/12209,,10
US-NHub : Beinecke MS 193,US-NHub Beinecke MS 193,8th century,Luxeuil,http://musmed.eu/source/12481,,8
V-CVbav : Archivio di San Pietro A.7,V-CVbav Archivio di San Pietro A.7,13th century,"Roma, S. Pietro",http://musmed.eu/source/14700,,13
V-CVbav : Ross.0297,V-CVbav Ross.0297,11th century,Zone bénéventaine,http://musmed.eu/source/97887,,11
F-Pn : Lat. 8847,F-Pn Lat. 8847,10th century,Echternach,http://musmed.eu/source/13265,,10
F-SOM : Ms 0666,F-SOM Ms 0666,10th century,abbaye Saint-Bertin,http://musmed.eu/source/14215,,10
US-NHub : Beinecke MS 482.8,US-NHub Beinecke MS 482.8,10th century,Melk ?,http://musmed.eu/source/12520,,10
"St. Catharines (ON), Brock University Library - Archives and Special Collections, RG 394",CDN-STCbul RG 394,16th century,,https://cantusdatabase.org/source/1000020,,16
D-Mbs : Clm 17408,D-Mbs Clm 17408,15th century,"München, Germany",http://musmed.eu/source/12313,,15
E-Bbc : Ms. 1847,E-Bbc Ms. 1847,16th century,Catalogne,http://musmed.eu/source/98685,,16
F-AS : Ms 0081 (cat. 213),F-AS Ms 0081 (cat. 213),15th century,"Arras, France",http://musmed.eu/source/57325,,15
F-AS : Ms 0637 (cat. 983),F-AS Ms 0637 (cat. 983),14th century,Cathédrale d'Arras,http://musmed.eu/source/57352,,14
A-Wn : Cod 596,A-Wn Cod 596,12th century,"Wien, Austria",http://musmed.eu/source/15037,,12
F-Pn : Lat. 11956,F-Pn Lat. 11956,9th century,Noyon,http://musmed.eu/source/28462,,9
F-SEm : Ms 003,F-SEm Ms 003,13th century,Sens,http://musmed.eu/source/20177,,13
A-KN Fragm. 023 Antiphonarium,A-KN Fragm. 23,15th century,Klosterneuburg,https://austriamanus.org/source/26,,15
F-Pn : Lat. 94,F-Pn Lat. 94,10th century,Aquitaine,http://musmed.eu/source/12952,,10
F-Pn : Lat. 740,F-Pn Lat. 740,10th century,Saint-Martial de Limoges,http://musmed.eu/source/12977,,10
P-MRahm (Moura) Arquivo Histórico Municipal MM6,P-MRahm MM6,15th century,,https://pemdatabase.eu/source/46532,,15
A-KN Fragm. 030 Antiphonarium,A-KN Fragm. 30,,Klosterneuburg,https://austriamanus.org/source/33,,
E-PAMan (Pamplona) Partitura n. 233,E-PAMan Partitura n. 233,16th century,,https://musicahispanica.eu/source/127833,,16
F-AN : Ms 0281,F-AN Ms 0281,11th century,St Aubin d'Angers,http://musmed.eu/source/8466,,11
F-Pn : Lat. 5256,F-Pn Lat. 5256,12th century,"Paris, France",http://musmed.eu/source/13170,,12
F-Sgs : Ch 0214,F-Sgs Ch 0214,13th century,"Strasbourg, France",http://musmed.eu/source/14365,,13
I-Bc : Q 03 (Fr 062),I-Bc Q 03 (Fr 062),14th century,Italie,http://musmed.eu/source/117204,,14
F-O : Ms 016,F-O Ms 016,10th century,Abbayes de Fleury,http://musmed.eu/source/12637,,10
F-O : Ms 017,F-O Ms 017,9th century,Abbayes de Fleury,http://musmed.eu/source/12638,,9
F-BO : Ms 0008,F-BO Ms 0008,10th century,"Bordeaux, France",http://musmed.eu/source/24086,,10
F-Pn : Lat. 112,F-Pn Lat. 112,12th century,"Collège de Clermont, à Nicolas Le Febvre (+ 1612) et à J.-A. de Thou",http://musmed.eu/source/12956,,12
A-KN Fragm. 396 Lektionarium + Sequentiarium?,A-KN Fragm. 396,12th century,Austria/Germany,https://austriamanus.org/source/89,,12
A-KN Fragm. 440 Lektionarium + Sequentiarium?,A-KN Fragm. 440,12th century,Austria/Germany,https://austriamanus.org/source/108,,12
A-KN CCl 1024 Liber generationis (Fragm.),A-KN CCl 1024,13th century,Klosterneuburg,https://austriamanus.org/source/5808,,13
E-PAMan (Pamplona) Partitura n. 277,E-PAMan Partitura n. 277,16th century,,https://musicahispanica.eu/source/128136,,16
F-ME : Ms 450,F-ME Ms 450,12th century,"Metz, France",http://musmed.eu/source/21635,,12
SK-BBa (Banská Bystrica) MISSALE / BREVIARIUM? 1586,SK-BBa (Banská Bystrica) Prot. praet. 1586 / 23,15th century,Slovakia / medieval Hungary,https://cantus.sk/source/32090,,15
SK-BSa (Banská Štiavnica)  Spittal Register 1584 (sine Sign.),SK-BSa 1584,15th century,Bohemia,https://cantus.sk/source/121,,15
"P-LA Caixa 2, Fragmento 017","P-LA Caixa 2, Fragmento 017",10th century,,https://musicahispanica.eu/source/62316,cathedral,10
"Victoria, Private collections [ID:34], D:0es6l",Cantus D:0es6l,14th century,,https://cantusdatabase.org/source/713018,,14
F-Pn : Lat. 1120,F-Pn Lat. 1120,11th century,St. Martial de Limoges,http://musmed.eu/source/13059,,11
F-AN : Ms 0196,F-AN Ms 0196,11th century,St Aubin d'Angers,http://musmed.eu/source/8461,,11
SK-Brl (Bratislava) Lyc B III 414c,SK-BRl Lyc BIII414c,15th century,Oradea /Veľký Varadín/,https://cantus.sk/source/4925,,15
A-KN Fragm. 448 Chorbuch,A-KN Fragm. 448,16th century,Austria,https://austriamanus.org/source/116,,16
F-Pn : Lat. 1137,F-Pn Lat. 1137,11th century,A l'usage de St. Martial de Limoges,http://musmed.eu/source/13068,,11
D-B : Ms theol lat fol 366,D-B Ms theol lat fol 366,9th century,"Werden, St. Liudger",http://musmed.eu/source/27293,,9
F-ME : Ms 732 bis (Pièce 10),F-ME Ms 732 bis (Pièce 10),15th century,France,http://musmed.eu/source/21693,Monastic,15
E-PAMan (Pamplona) Partitura n. 270,E-PAMan Partitura n. 270,16th century,,https://musicahispanica.eu/source/128073,,16
SK-Brl (Bratislava) V. teol. 523,SK-BRl V.teol. 523,15th century,Slovakia,https://cantus.sk/source/4725,,15
"Montréal, McGill University - Rare Books and Special Collections - Manuscript Collection, MS Medieval 0209",CDN-Mrb MS Medieval 0209,15th century,,https://cantusdatabase.org/source/693666,,15
CH-E : Cod 0255,CH-E Cod 0255,11th century,Einsiedeln,http://musmed.eu/source/9757,,11
SK-BRmm (Bratislava) Missale of Bratislava VI,SK-BRmm R-00001/1-10,15th century,Trnava/Bratislava,https://cantus.sk/source/31963,,15
A-KN CCl 0873 Missale (Fragm.),A-KN CCl 0873,14th century,Austria,https://austriamanus.org/source/5612,,14
"SK-KRE (Kremnica) Missale Tom. 1, Fons 31, Fasc. 4, Nro. 176, 1576","SK-KRE Tom. 1, Fons 31, Fasc. 4, Nro. 176, 1576",15th century,medieval Hungary,https://cantus.sk/source/32327,,15
SK-BRsa Missale Bibliotheca Capituli Posoniensis Haer. 3,SK-BRsa Haer.3,15th century,Bohemia,https://cantus.sk/source/13843,,15
"SK-BEt (Betliar) Slovenské národné múzeum - Múzeum Betliar 1 MISSALE Sign. K0000/00589, HK 00589",SK-BEt K0000/00589,15th century,Germany or Poland,https://cantus.sk/source/29053,,15
"SK-BSa (Banská Štiavnica) Copirbuch No.inv.605 54 MMBŠ 16K50 1585-1586, škatuľa 16",SK-BSa 605,14th century,Bohemia,https://cantus.sk/source/84,,14
CH-Zz : Ms C 0043,CH-Zz Ms C 0043,9th century,St Gallen,http://musmed.eu/source/15410,,9
SK-KE (Kežmarok) Missale 16602,SK-KE (Kežmarok) sign. 16602,15th century,Bohemia,https://cantus.sk/source/31676,,15
A-KN Fragm. 378 Missale,A-KN Fragm. 378,12th century,Austria/Germany,https://austriamanus.org/source/87,,12
SK-BJ (Bardejov) Missale MMBJ 2273,SK-BJ (Bardejov) MMBJ 2273,15th century,Hungary,https://cantus.sk/source/29817,,15
A-KN CCl 0269 Missale (Fragm.),A-KN CCl 269,15th century,Austria,https://austriamanus.org/source/4634,,15
CH-SGs : Cod 348,CH-SGs Cod 348,9th century,St Gallen,http://musmed.eu/source/14278,,9
D-B : Ms theol lat fol 058,D-B Ms theol lat fol 058,10th century,provenant de St-Bertin et sans doute réalisé pour Louis le Germanique,http://musmed.eu/source/8840,,10
E-PAMan (Pamplona) Partitura n. 113,E-PAMan Partitura n. 113,13th century,,https://musicahispanica.eu/source/126539,,13
"Montréal, McGill University - Rare Books and Special Collections - Manuscript Collection, MS Medieval 0212",CDN-Mrb MS Medieval 0212,13th century (1275-1300),,https://cantusdatabase.org/source/693689,,13
"Montréal, McGill University - Rare Books and Special Collections - Manuscript Collection, MS Medieval 0205",CDN-Mrb MS Medieval 0205,16th century,Spain,https://cantusdatabase.org/source/693647,,16
"Montréal, McGill University - Rare Books and Special Collections - Manuscript Collection, MS Medieval 0207",CDN-Mrb MS Medieval 0207,15th century,,https://cantusdatabase.org/source/693659,,15
"Praha, Archiv Pražského hradu, fond Knihovna Metropolitní kapituly u sv. Víta, ms. P VIII",CZ-Pak P VIII,14th century,"Praha, Ecclesia Cathedralis",https://hymnologica.cz/source/29,,14
E-Bbc (Barcelona) M 662,E-Bbc M 662,15th century,Barcelona (?),https://musicahispanica.eu/source/20226,,15
"E-VI (Vic) Ms. 123, ff. 5-8 (olim 5392)","E-VI Ms. 123, ff. 5-8 (olim 5392)",12th century,,https://musicahispanica.eu/source/22970,,12
E-Bp (Barcelona) B497/12,E-Bp B497/12,13th century,Santa María del Pi (Barcelona),https://musicahispanica.eu/source/78758,cathedral,13
D-DÜl : K06:059a,D-DÜl K06:059a,12th century,Ouest de l'Allemagne,http://musmed.eu/source/9626,,12
SK-BRsa Antiphonarium Scepusiense sine Sign. Anni 1588-1591,SK-BRsa Spis 1588,,Slovakia - Spišská Kapitula,https://cantus.sk/source/13708,,
E-PAMan (Pamplona) Partitura n. 123,E-PAMan Partitura n. 123,12th century,,https://musicahispanica.eu/source/126699,,12
P-Cug (Coimbra) Biblioteca Geral da Universidade MM 1063 (42),P-Cug MM 1063 (42),early 13th century,,https://pemdatabase.eu/source/46552,Secular,13
"P-EVp (Évora) Biblioteca Pública Pasta 3, doc. 013","P-EVp Pasta 3, doc. 013",15th century,,https://pemdatabase.eu/source/101805,,15
SK-Brl (Bratislava) BB 324,SK-BRl BB324,15th century,"Central Europe (Poland, Slovakia)",https://cantus.sk/source/5000,,15
A-KN CCl 0983 Antiphonarium (Fragm.),A-KN CCl. 983,14th century,Klosterneuburg,https://austriamanus.org/source/3615,,14
"Montréal, McGill University - Rare Books and Special Collections - Manuscript Collection, MS Medieval 0184",CDN-Mrb MS Medieval 0184,16th century,,https://cantusdatabase.org/source/693615,Secular,16
E-PAMan (Pamplona) Partitura n. 313,E-PAMan Partitura n. 313,16th century,,https://musicahispanica.eu/source/128317,,16
A-KN Fragm. 031 Antiphonarium,A-KN Fragm. 31,15th century,Germany,https://austriamanus.org/source/34,,15
E-PAMan (Pamplona) Partitura n. 221,E-PAMan Partitura n. 221,12th century,,https://musicahispanica.eu/source/127682,,12
E-PAMan (Pamplona) Partitura n. 143,E-PAMan Partitura n. 143,12th century,,https://musicahispanica.eu/source/126934,,12
F-O : Ms 338,F-O Ms 338,10th century,Abbaye de Fleury,http://musmed.eu/source/12706,,10
E-TUY (Tuy) Archivo Capitular de la Catedral de Tuy 003,E-TUY Fragmento 003,[late 11th century],,https://pemdatabase.eu/source/73609,Secular,11
PL-WRu I F 394 Antiphonary (Silesia),PL-WRu I F 394,13th century,Silesia,https://cantusplanus.pl/source/41896,,13
E-PAMan (Pamplona) Partitura n. 283,E-PAMan Partitura n. 283,16th century,,https://musicahispanica.eu/source/128208,,16
F-Pn : Lat. 10758,F-Pn Lat. 10758,9th century,Abbaye Saint-Rémi de Reims,http://musmed.eu/source/13340,,9
P-Cua (Coimbra) Arquivo Distrital e da Universidade IV-3ª Gav. 44 (12),P-Cua IV-3ª Gav. 44 (12),14th - 15th cent.,,https://pemdatabase.eu/source/96967,unknown,14
A-Wn : Cod 515,A-Wn Cod 515,10th century,Reichenau im Bodensee,http://musmed.eu/source/15035,,10
P-Cm (Coimbra) Biblioteca Municipal FPM-B50-02,P-Cm FPM-B50-02,15th century,Coimbra,https://pemdatabase.eu/source/46523,Secular,15
E-PAMan (Pamplona) partitura n. 50 olim 3/21,E-PAMan partitura n. 50 olim 3/21,12th century,,https://musicahispanica.eu/source/96879,,12
SK-KE (Kežmarok) Breviarium 5329,SK-KE (Kežmarok) sign. 5329,15th century,Hungary (Spiš region),https://cantus.sk/source/31666,,15
SK-MO (Modra) Magistrát mesta Modry 3122 Kammerrechnung 1669,SK-MO 3122,15th century,Transylvania-Várad,https://cantus.sk/source/161,,15
E-E : a.II.9,E-E a.II.9,12th century,Espagne,http://musmed.eu/source/163745,,12
E-PAMan (Pamplona) Partitura n. 301,E-PAMan Partitura n. 301,15th century,,https://musicahispanica.eu/source/128266,,15
E-MO (Montserrat) Ms. 794-I,E-MO Ms. 794-I,11th century,Región de Solsona,https://musicahispanica.eu/source/111383,,11
A-KN Fragm. 235 Breviarium,A-KN Fragm. 235,15th century,Klosterneuburg,https://austriamanus.org/source/57,,15
SK-BBa (Banská Bystrica) ANTIPHONARIUM 1608-1610,SK-BBa (Banská Bystrica) Prot. praet. 1608-1610 / 40,14th century,Slovakia / medieval Hungary,https://cantus.sk/source/32176,,14
US-NHub : Beinecke MS 413,US-NHub Beinecke MS 413,10th century,Soissons,http://musmed.eu/source/12487,,10
"SK-KRE (Kremnica) Antiphonarium Tom. 2, Fons 36, Fasc. 4, Nro. 219, 1610","SK-KRE Tom. 2, Fons 36, Fasc. 4, Nro. 219, 1610",15th century,Bohemia,https://cantus.sk/source/32572,,15
SK-KO (Košice) Antiphonarium Varadinense H III/2 mac 86,SK-KO (Košice) H III/2 mac 86,15th century,"medieval Hungary (Transylvania, Oradea)",https://cantus.sk/source/31169,,15
A-KN CCl 0786 B Breviarium (Fragm.),A-KN CCl. 786b,12th century,Austria/Germany,https://austriamanus.org/source/3784,,12
"P-LOam (Loulé) Arquivo Municipal de Loulé Atas de Vereação, liv. 047","P-LOam Atas de Vereação, liv. 047",[c. 1300],,https://pemdatabase.eu/source/80854,,14
SK-TN (Trenčín) MMTN – Kn/I-13,SK-TN MMTN – Kn/I-13,15th century,Moravia/ Slovakia: Nové Mesto nad Váhom (?),https://cantus.sk/source/28778,,15
P-Pad (Porto) Arquivo Distrital NOT/CNPRT01/001/0066,P-Pad NOT/CNPRT01/001/0066,C. 1500,,https://pemdatabase.eu/source/72315,unknown,16
F-MOv : Ms 004,F-MOv Ms 004,9th century,Abbaye Saint-Guilhem le Désert,http://musmed.eu/source/12039,,9
"P-LOam (Loulé) Arquivo Municipal de Loulé Atas de Vereação, liv. 054","P-LOam Atas de Vereação, liv. 054",[c. 1600],,https://pemdatabase.eu/source/82696,unknown,17
P-G (Guimarães) Arquivo Municipal Alfredo Pimenta C 1426,P-G C 1426,12th - 13th cent.,,https://pemdatabase.eu/source/65436,,12
E-PAMan (Pamplona) partitura n. 72 olim 5/9,E-PAMan partitura n. 72 olim 5/9,12th century,,https://musicahispanica.eu/source/97296,,12
SK-BSa (Banská Štiavnica) Buch der Einnahmen und Ausgaben ... der Stadt Schemnitz 1596 (sine Sign.),SK-BSa 1596,15th century,Slovakia,https://cantus.sk/source/118,,15
SK-BRsa Inv.Nr. 185 Antiphonarium Varadinense,SK-BRsa Palffy 185,15th century,Transylvania-Várad (Oradea),https://cantus.sk/source/13694,,15
SK-MO (Modra) Magistrát mesta Modry 570 Gerichtsprotokolle (Diarum iudiciale civitatis Modor) 1666-1669,SK-MO 570,15th century,Slovakia,https://cantus.sk/source/138,,15
SK-MO (Modra) Magistrát mesta Modry 4181 III.22.231.536 Rechnung der Stadtbaumeister 1651,SK-MO 4181,15th century,Slovakia,https://cantus.sk/source/172,,15
"SK-KRE (Kremnica) Antiphonarium Tom. 1, Fons 41, Fasc. 5, Nro. (?) 93, 1597","SK-KRE Tom. 1, Fons 41, Fasc. 5, Nro. (?) 93, 1597",15th century,Bohemia,https://cantus.sk/source/32522,,15
E-PAMan (Pamplona) partitura n. 22 olim 2/4,E-PAMan partitura n. 22 olim 2/4,13th century,,https://musicahispanica.eu/source/95193,Monastic,13
SK-TN (Trenčín) MMTN – Kn/I-12,SK-TN MMTN – Kn/I-12,15th century,Moravia/ Slovakia: Nové Mesto nad Váhom (?),https://cantus.sk/source/28777,,15
P-Cua (Coimbra) Arquivo Distrital e da Universidade IV-3ª Gav. 44 (10),P-Cua IV-3ª Gav. 44 (10),early 13th century,,https://pemdatabase.eu/source/46612,Secular,13
CH-BEb : Cod 0219,CH-BEb Cod 0219,9th century,Fleury,http://musmed.eu/source/8852,,9
E-PAMan (Pamplona) Partitura n. 142,E-PAMan Partitura n. 142,12th century,,https://musicahispanica.eu/source/126928,,12
SK-MO (Modra) Magistrát mesta Modry 3118 II.3.59.313. Kammerrechnung 1666,SK-MO 3118,13th century,Germany,https://cantus.sk/source/157,,13
SK-MO (Modra) Magistrát mesta Modry 3113 II.3.54.308. Kammerrechnung 1661,SK-MO 3113,15th century,Slovakia,https://cantus.sk/source/153,,15
F-AS : Ms 0875 (cat. 568),F-AS Ms 0875 (cat. 568),11th century,Abbaye saint Vaast d'Arras,http://musmed.eu/source/57888,,11
E-PAMan (Pamplona) partitura n. 90,E-PAMan partitura n. 90,13th century,,https://musicahispanica.eu/source/97669,,13
V-CVbav : Vat. lat. 4938,V-CVbav Vat. lat. 4938,12th century,"Vaticano (Citta del), Vaticano (Stato della Città del)",http://musmed.eu/source/14913,,12
E-PAMan (Pamplona) Partitura n. 111,E-PAMan Partitura n. 111,13th century,,https://musicahispanica.eu/source/126517,,13
SK-KRE (Kremnica) Antiphonarium Wein Kuffen geldt unndt Bier Tax Berraittung Register 1669–1670,SK-KRE Wein Kuffen geldt unndt Bier Tax Berraittung Register 1669–1670,15th century,OFM,https://cantus.sk/source/32286,,15
